Id,Label,Lat,Lng,Country,airportID,Mass,Dist2Air
n2373,Coquimbo  Chile,-30.2287998199,-71.3598022461,Chile,2662,1.0,23.62605839469883
n813,Leon  Mexico,21.1195602417,-101.676223755,Mexico,1815,528.0,15.316295778379187
n1964,Santo Domingo Distrito Nacional Dominican Republic,18.4853000641,-69.9100036621,Dominican Rep,5811,72.0,7.798764091323786
n1255,Macao SAR,22.1407489777,113.560340881,China,3121,525.0,2.0883014605678354
n2220,Catherine MI USA,44.651309967,-84.1496582031,United States,5720,1.0,41.259949947124504
n440,Iquitos  Peru,-3.7316501141,-73.2407836914,Peru,2801,21.0,5.953612022851581
n819,Windhoek Khomas Namibia,-22.5715904236,17.0907402039,Namibia,4105,201.0,24.4394903611867
n1523,Londrina PR Brazil,-23.3066005707,-51.1526985168,Brazil,2581,1685.0,2.355198130067975
n667,Rimouski PQ Canada,48.4380989075,-68.5238037109,Canada,192,470.0,18.642460088651028
n1098,Araraquara  Brazil,-21.8052997589,-48.1958999634,Brazil,2613,1761.0,53.71420398050165
n1526,Launceston TAS Australia,-41.4360198975,147.137817383,Australia,3337,595.0,8.520259361858566
n1552,Witten NW Germany,51.4339981079,7.3449501991,Germany,373,17987.0,12.893151634965205
n2258,Ada OK United States,34.7750587463,-96.6786575317,United States,3863,214.0,67.38591701713823
n2137,Otto NC United States,35.0553588867,-83.3858566284,United States,4007,37.0,54.410029694309216
n1164,Lake City FL United States,30.1903591156,-82.6371231079,United States,3472,11.0,40.90514261022244
n1476,Wolverhampton England United Kingdom,52.5847015381,-2.1128499508,United Kingdom,469,2318.0,17.803358337365626
n934,Fairmont WV USA,39.481590271,-80.1471786499,United States,5730,73.0,13.491614881370598
n2165,Yangzhou Jiangsu Peoples R China,32.397435,119.424841,China,8876,1479.0,20.366529896768853
n2490,Kyongsan Kyungbuk South Korea,35.808971405,128.735488892,South Korea,2381,12541.0,7.281169579779541
n1176,El Portal CA USA,37.6762313843,-119.776397705,United States,7122,12.0,48.64764486564669
n2350,Kunming Yunnan Province Peoples R China,25.040412,102.715013,China,3382,5321.0,3.769482484651559
n2315,Juiz de Fora MG Brazil,-21.7653198242,-43.3487281799,Brazil,8180,823.0,20.761574649222542
n936,Shandong China,36.3762702942,118.315971374,China,6388,1.0,48.34820780290286
n1095,Zielona Gora  Poland,51.9394989014,15.4864997864,Poland,674,507.0,65.79092938040364
n1684, Akita Japan,39.7627792358,140.319488525,Japan,2345,3384.0,11.499006492102271
n1065,La Garde  France,43.1379013062,6.0215201378,France,1438,540.0,6.8774147066087865
n1272,Pittsburg KS United States,37.4105682373,-94.7048416138,United States,4354,174.0,21.179120366517456
n907,Jhunan Township  Taiwan,24.6836700439,120.874046326,Taiwan,2268,688.0,33.046482096142014
n721,Lindau  Germany,47.5460014343,9.688750267,Germany,1679,222.0,7.307833558956371
n987,Cebu  Philippines,10.3111696243,123.892227173,Philippines,4206,66.0,5.933484733381823
n1724,Corning NY United States,42.1403808594,-77.0302886963,United States,3946,520.0,7.230163886345339
n2136,Gold Coast QLD Australia,-27.9785003662,153.360992432,Australia,3321,1464.0,15.550419479212199
n1657,Carlsbad NM United States,34.411945343,-104.23638916,United States,3736,1.0,78.55127832479704
n2091,Tharandt SN Germany,50.9878997803,13.5771999359,Germany,338,18609.0,12.969912995721717
n1819,Treves RP Germany,49.7573394775,6.6361999512,Germany,629,1254.0,21.021236673669343
n1018,Wonju Gangwon South Korea,37.3447418213,127.948631287,South Korea,6005,1092.0,6.480987480013451
n1410,Bremerhaven HB Germany,53.5261001587,8.6238698959,Germany,353,1884.0,33.74318191718581
n1182,Tempe AR USA,33.5826301575,-93.9940185547,United States,3770,1.0,8.907930306189934
n422,Leverkusen NW Germany,51.0331916809,6.9817399979,Germany,344,18815.0,13.515790048684705
n1099,Bila Tserkva Kiev Ukraine,49.800579071,30.1224994659,Ukraine,2939,9.0,50.86565650763334
n1965,Karlskrona Blekinge County Sweden,56.1627998352,15.5746002197,Sweden,685,173.0,13.891798744211703
n1789,Kongsberg Buskerud Norway,59.6657981873,9.653380394,Norway,659,64.0,33.35693964764368
n1409,Wilhelmshaven  Germany,53.5295982361,8.0998401642,Germany,353,278.0,43.75000689487669
n1041,Beira  Mozambique,-19.7998008728,34.8418006897,Mozambique,974,8.0,4.28088566427704
n828,Cedar Rapids IA United States,41.9763412476,-91.6737594604,United States,4043,272.0,6.612034049253086
n2469,Mengla  China,21.4663200378,101.575813294,China,4142,1.0,36.68293102806379
n955,Alice Springs NT Australia,-23.7008991241,133.876998901,Australia,3319,185.0,7.479553834685992
n2517,Purba Medinipur West Bengal India,22.0652599335,87.8199386597,India,3043,1.0,57.11877432234354
n2205,Canoas RS Brazil,-29.9152297974,-51.1826782227,Brazil,2599,10785.0,5.513090772708259
n2494,Dessau ST Germany,51.8360404968,12.2428302765,Germany,348,178.0,27.884321960394804
n379,Sioux Ctr IA USA,43.0767784119,-96.1754684448,United States,4009,40.0,45.04322520773641
n1582,Gadsden AL United States,34.0147705078,-86.0071716309,United States,3811,1.0,53.02073988030709
n1626,Emporia KS United States,38.4056015015,-96.1801605225,United States,3843,252.0,46.85951138776751
n1015,Sequim WA USA,48.0796508789,-123.103668213,United States,8174,82.0,31.90699134769787
n1205,Site Munich  Germany,51.2024650574,10.3822031021,Germany,339,350.0,29.345852527898845
n1436,Vincennes IN United States,38.6781005859,-87.5322418213,United States,4018,11.0,44.293847244448024
n594,Guangxi  Peoples R China,22.797117,108.350105,China,3373,1191.0,17.276192628318057
n601,Hamar Hedmark Norway,60.8137016296,11.0417003632,Norway,644,144.0,42.867385918702816
n999,Xinpu  Peoples R China,34.602695,119.220024,China,6383,269.0,4.020261832551338
n1631,Lucca Tosc. Italy,43.8427009583,10.5010004044,Italy,1562,215.0,12.228003839698959
n2034,Kalpakkam Tamil Nadu India,11.0161600113,78.4089431763,India,3152,1.0,26.77065209434715
n663,Chitwan  Nepal,27.6179656982,84.3577575684,Nepal,6179,23.0,6.040359039124754
n2040,La Paz Baja California Mexico,24.1546401978,-110.31022644,Mexico,1840,965.0,78.67881039336552
n1660,La Paz Baja Calif Sur Mexico,24.1221904755,-110.30355835,Mexico,1840,965.0,76.50996363617811
n1691,Obregon  Mexico,27.5156402588,-109.915939331,Mexico,1794,40.0,9.899800829275478
n2386,Irapuato GTO Mexico,20.6590099335,-101.345649719,Mexico,1815,180.0,24.701707978708875
n741,Navolato SIN Mexico,24.7668209076,-107.698013306,Mexico,1792,1.0,14.009527560196453
n1238,Stoneville MS United States,33.422580719,-90.9173583984,United States,6130,826.0,5.730809810510059
n782,Bhopal Madhya Pradesh India,23.2527008057,77.4309768677,India,3002,1107.0,6.4080957577994155
n1245,Zhenjiang  Peoples R China,32.196082,119.431208,China,4109,1.0,24.05392783751236
n1692,Meizhou  Peoples R China,24.296489,116.122968,China,6354,67.0,3.750635484357206
n1252,Kachan Esfahan Iran,33.9835700989,51.4466285706,Iran,4150,503.0,88.4659542187054
n1685,Keiraville NSW Australia,-34.4144287109,150.870803833,Australia,3361,4515.0,36.79187968373691
n1620,Uiwang  South Korea,37.3332710266,126.980697632,South Korea,3930,16735.0,30.574319286620746
n1633,Gumi Gyeongbuk South Korea,36.097240448,127.512702942,South Korea,6008,1.0,42.79821719504075
n1348,Burlington NC United States,36.0968589783,-79.4379119873,United States,4008,335.0,27.87917558922262
n1828,Sault Ste Marie MI USA,46.4923095703,-84.3517227173,United States,21,523.0,7.5195590563943355
n1083,Korneuburg  Austria,48.3363990784,16.3402996063,Austria,1613,44544.0,18.857017764588733
n2096,Lincang  Peoples R China,23.885637,100.088961,China,7527,1.0,10.950847127790182
n1836,Lishui Zhejiang China,28.452003479,119.908988953,China,6394,252.0,62.12357206385323
n1554,Chauvin LA USA,29.4374599457,-90.5953521729,United States,3861,61.0,43.416039947144725
n927,Nanaimo BC Canada,49.1847000122,-124.012001038,Canada,33,462.0,11.170037223397216
n1872,Gliwice SL Poland,50.2927017212,18.6678009033,Poland,671,3910.0,22.070997730504562
n1405,Flemmings Montserrat W Ind Assoc St,16.74696,-62.215614,W Ind Assoc St,2874,1.0,38.81535506732021
n1799,Melaka  Malaysia,2.3244354725,102.304077148,Malaysia,3304,371.0,50.28380889892494
n1419,Antakya Hatay Turkey,36.2033500671,36.1585388184,Turkey,7453,780.0,12.991422337115472
n1894,Nantou Taiwan,23.965571,120.966837,Taiwan,2268,380.0,30.063166675166563
n1466,Keelung  Taiwan,25.120677948,121.726203919,Taiwan,2276,226.0,31.01127105035108
n1432,Santa Cruz de la Palma Canary Islands Spain,28.6837997437,-17.7672996521,Spain,1053,108.0,4.023262819440691
n1153,Alpena MI USA,45.0615615845,-83.4451522827,United States,5720,9.0,5.733577812115023
n2167,Nyiregyhaza  Hungary,48.0251693726,21.6957492828,Hungary,1490,86.0,37.23747180704956
n1107,Arkadelphia AR USA,34.1209793091,-93.0541305542,United States,5741,225.0,24.783150680460675
n2533,Yakima WA United States,46.6041297913,-120.50704956,United States,5779,56.0,3.0398335582305482
n2148,Altoona PA United States,40.5071907043,-78.3989028931,United States,3694,251.0,15.145187618127725
n1904,Du Bois PA USA,41.11977005,-78.7597427368,United States,5734,81.0,8.283372403131457
n1139,Pereira  Colombia,4.8052201271,-75.694442749,Colombia,2739,56.0,3.145806210211545
n1736,Gatchina Leningrad Distr Russia,59.5620117188,30.1664199829,Russia,2948,779.0,16.800392385602738
n2206,Neuss NW Germany,51.2160987854,6.6677098274,Germany,345,13537.0,6.635974189907975
n2145,Rakai Central Uganda,-0.748149991,31.4011096954,Uganda,5703,1.0,47.04211472065982
n1752,Sukau Sabah Malaysia,5.5302000046,118.292999268,Malaysia,4141,1.0,30.226673187975393
n1844,Almaty Almaty Kazakhstan,43.2505111694,76.8881225586,Kazakhstan,2908,1076.0,10.389563016459167
n1855,Weihai  Peoples R China,37.524194,122.107175,China,3392,208.0,41.21389229284292
n2500,Helena MT United States,46.5897598267,-112.021202087,United States,4022,186.0,49.41468820787437
n727,Gamboa  Panama,9.1164999008,-79.7012023926,Panama,1869,1.0,14.019647402754789
n2419,Santa Elena Guayas Ecuador,-2.2045660019,-80.865562439,Ecuador,2673,1.0,67.87574192740992
n860,Bluffton SC United States,32.2372093201,-80.861328125,United States,7002,50.0,6.555701731643525
n1861,St Joseph MO USA,39.7666015625,-94.8560714722,United States,3458,238.0,33.276674412153824
n1191,St Marys City MD United States,38.1900291443,-76.4311294556,United States,3642,701.0,51.022495032741205
n1437,Ashland OR United States,42.1996688843,-122.717033386,United States,4101,282.0,14.470894824416217
n1835,Suncheon South Jeolla South Korea,34.944519043,127.492210388,South Korea,2365,14.0,9.986863396859826
n1734,Fredonia NY United States,42.4401283264,-79.3312072754,United States,7059,363.0,20.164243864041556
n2106,Changzhou Jiangsu Peoples R China,31.801637,119.965698,China,4109,392.0,17.76948828589143
n2114,Braine-l’Alleud Walloon Region Belgium,50.679599762,4.3661499023,Belgium,302,844.0,16.170979963873265
n2342,Tilcuautla HGO Mexico,20.9666996002,-99.1832962036,Mexico,1838,1.0,69.09711941223846
n2003,Sao Cristovao SE Brazil,-11.013823,-37.205623,Brazil,2522,302.0,9.403992662958046
n1193,Korle Bu  Ghana,5.537225,-0.227065,Ghana,248,381.0,6.263231786261603
n1881,Ocotlán JAL Mexico,20.3782501221,-102.761360169,Mexico,1804,17.0,36.94812526070224
n1214,Mangilao  Guam,13.4488887787,144.80027771,United States,2246,209.0,2.405207697221986
n937,Guanajuato Gto Mexico,21.018409729,-101.259101868,Mexico,1815,1111.0,14.405699912897333
n1667,Funchal  Portugal,32.6469306946,-16.9085292816,Portugal,4091,304.0,8.55558076441951
n1749,Msida Malta Majjistral Malta,35.899181366,14.4881296158,Malta,1606,639.0,2.940805492122449
n2224,Florence AL USA,34.8004493713,-87.6752624512,United States,5756,219.0,5.305853778833943
n1330,Juriquilla Queretaro Mexico,20.7123603821,-100.448532105,Mexico,1838,1261.0,18.21872696371659
n1317,Rio Cuarto Cordoba Argentina,-33.0923995972,-64.3337020874,Argentina,2467,516.0,117.62373204123942
n2004,Nouméa  New Caledonia,-22.275800705,166.457992554,New Caledonia,2005,430.0,23.908995175353386
n1723,Oshawa ON Canada,43.9057006836,-78.8237991333,Canada,193,464.0,43.221327298043626
n1732,Rivière-du-Moulin QC Canada,48.4296684265,-71.0305099487,Canada,28,507.0,7.024454093848839
n1516,George Town Pinang Malaysia,5.4238200188,100.327651978,Malaysia,3308,1983.0,9.423882596246296
n1896,Sunshine Coast QLD Australia,-26.561000824,152.850997925,Australia,3325,64.0,15.121344557456883
n2064,Arica Tarapacá Chile,-18.4873828888,-70.3221588135,Chile,2641,179.0,9.654668747565845
n1356,Ft Davis TX USA,30.5884895325,-103.89465332,United States,3597,12.0,122.77408887947378
n2160,Volos  Greece,39.3639984131,22.9291000366,Greece,1448,664.0,12.30558474346772
n2227,Xalapa Ver Mexico,19.531999588,-96.9137802124,Mexico,5837,823.0,8.532602048166957
n1097,Menomonie WI United States,44.8805198669,-91.9295501709,United States,5735,93.0,21.82403771571316
n1323,Stevens Point WI United States,44.5238990784,-89.5747909546,United States,4045,409.0,17.55039480373152
n1707,Bluefields  Nicaragua,12.0096120834,-83.7667388916,Nicaragua,5842,1.0,100.98491534957768
n1830,Vallejo CA United States,38.1008300781,-122.254951477,United States,3817,551.0,54.597210995974905
n1336,Boulogne-sur-Mer Nord-Pas-de-Calais France,50.731098175,1.6006499529,France,310,273.0,63.700615505006326
n2468,Cotignola  Italy,44.3871994019,11.9385995865,Italy,1538,323.0,33.64563899533709
n595,Haora West Bengal India,22.5831604004,88.3167800903,India,3043,17587.0,9.65056908373278
n874,Lewisburg WV United States,37.8021202087,-80.4461364746,United States,6958,19.0,4.644961464029036
n501,Zāhedān Sistan va Baluchestan Iran,29.4959697723,60.8642883301,Iran,2167,1.0,2.8834246785831086
n2262,Netanya  Israel,32.3432388306,34.8671455383,Israel,1590,600.0,22.95590701032759
n2067,Simiford CA USA,41.5134010315,-122.375961304,United States,4101,5.0,64.73719632580881
n1570,Potenza Bas. Italy,40.6500015259,15.7943000793,Italy,1501,1501.0,60.72467118330235
n1510,Guayaquil Guayas Ecuador,-2.1595499516,-79.9283676147,Ecuador,2673,180.0,3.097200900881044
n2470,Guwahati Assam India,26.1843547821,91.7515487671,India,6173,1937.0,11.607575010338989
n1717,Vári Attica Greece,37.8354988098,23.8183994293,Greece,3941,1284.0,9.788423522431188
n2020,Hillsdale MI United States,41.9199485779,-84.6633071899,United States,4040,94.0,49.73880290367285
n1583,Nantucket MA United States,41.2781562805,-70.0761489868,United States,3517,14.0,1.922434303350135
n2506,Karaj Alborz Iran,35.8334999084,50.9655990601,Iran,2131,1.0,21.90170841988594
n2401,João Pessoa PB Brazil,-7.1152601242,-34.8610496521,Brazil,2575,1198.0,6.556979210881807
n2452,Grand Rapids MN United States,47.2359199524,-93.5275268555,United States,6957,107.0,64.67027487918527
n1430,Aalst Flemish Region Belgium,50.9452018738,4.0454602242,Belgium,302,546.0,19.356562587648114
n2147,Golkoy Bolu Turkey,40.7044487,31.5100002289,Turkey,7821,28.0,63.04758140710456
n1925,Adrian MI USA,41.8972511292,-84.0362472534,United States,4040,76.0,24.46827471869706
n1349,Armagh  North Ireland,54.3464012146,-6.657599926,United Kingdom,465,1.0,27.858372431902872
n913,Chesterfield  England,53.2178993225,-1.4379899502,United Kingdom,5562,240.0,25.191161304499076
n1725,Brigham City UT United States,41.511631012,-112.015739441,United States,3536,15.0,50.00781294924096
n650,Bahir Dar  Ethiopia,11.5564231873,37.3687057495,Ethiopia,1111,27.0,4.7834226427918045
n1841,Sede Boqer Darom Israel,30.8717002869,34.7931900024,Israel,1602,487.0,64.91289432432814
n2190,St Georges  Bermuda,32.3026695251,-64.7516860962,Bermuda,4069,75.0,6.010993733763083
n2309,East Boothbay ME United States,43.865020752,-69.5848617554,United States,4026,226.0,27.65739323311697
n1856,Buriram  Thailand,14.8217954636,102.955924988,Thailand,4133,1.0,34.45536666861659
n2052,Turlock CA United States,37.495010376,-120.846420288,United States,3816,270.0,10.80107755102976
n2233,Chang Won Gyungnam South Korea,36.097240448,127.512702942,South Korea,6008,1.0,42.79821719504075
n2078,Pilsen Plzeň Czech Republic,49.7229995728,13.3514003754,Czech Republic,1579,1372.0,38.41747938188162
n911,Springfield OH United States,39.9250183105,-83.8067321777,United States,3627,338.0,21.922987099168594
n645,San Cristóbal de las Casas CHIS Mexico,16.731590271,-92.642288208,Mexico,1846,66.0,27.981886784840963
n305,Guindy  India,13.0099000931,80.206703186,India,3144,15938.0,2.062107698347165
n1473,Rockhampton QLD Australia,-23.3742198944,150.503646851,Australia,3329,753.0,1.8765801951956589
n2268,Katsiveli Settlement Crimea Ukraine,48.9265632629,31.4757823944,Ukraine,2939,1.0,101.38923576415024
n490,Patzcuaro Michoacan Mexico,23.9090938568,-102.633399963,Mexico,1855,1.0,70.00003526360567
n1579,Dongguan  Peoples R China,23.006926,113.71808,China,3374,82.0,26.07741027537765
n1665,Gyeongju North Gyeongsang South Korea,35.8395500183,129.216186523,South Korea,2380,426.0,15.351826380371831
n1353,Durango CO Mexico,24.007598,-104.678722,Mexico,1801,224.0,12.46123559583851
n1316,Kingsport TN United States,36.5477981567,-82.5604171753,United States,4116,236.0,9.865459749492281
n464,Grass Valley CA United States,39.2192611694,-121.061500549,United States,3817,58.0,46.026681251193985
n1104,Othón P Blanco QROO Mexico,18.5425605774,-88.3019180298,Mexico,1793,195.0,3.0856658111596063
n2519,Balasore Odisha India,21.4924201965,86.9274291992,India,3042,29.0,112.10159470950214
n2265,Fakkous  Egypt,30.7244300842,31.7954597473,Egypt,1128,10.0,47.66856604035654
n1006,Sousse  Tunisia,35.8290596008,10.6377801895,Tunisia,286,686.0,8.18620910287603
n2287,Cremona Lomb. Italy,45.14220047,10.0066995621,Italy,1531,269.0,26.119485581950602
n1558,Huangshi Hubei China,30.1941890717,115.065078735,China,6381,236.0,63.51333739453452
n2109,Zanesville OH United States,39.9405403137,-82.0013885498,United States,3759,97.0,47.31831105792117
n2423,Quetta  Pakistan,30.2210407257,67.0087814331,Pakistan,2221,121.0,4.728685218260358
n2045,Racine WI United States,42.7252082825,-87.7904129028,United States,3717,122.0,16.254719493922664
n1897,Santa Cruz Guanacaste Costa Rica,10.2597503662,-85.5845718384,Costa Rica,5844,1.0,19.406406142428047
n1739,Yellowknife NT Canada,62.4384994507,-114.371002197,Canada,196,68.0,2.777442966778077
n1763,Nanning Guangxi Peoples R China,22.822885,108.368423,China,3373,1191.0,19.387348779991534
n1674,Guilin Guangxi Peoples R China,25.279801,110.296537,China,3372,1273.0,16.636335642186715
n1940,Gumi  South Korea,36.1270713806,128.351654053,South Korea,2381,344.0,23.53354184200927
n1007,Afula Northern Israel,32.6110649109,35.2974586487,Israel,1596,859.0,20.163742598343084
n808,Sanliurfa  Turkey,37.1567001343,38.785358429,Turkey,9044,1038.0,21.22091508477973
n1486,Hirosaki Aomori Japan,40.5979728699,140.476486206,Japan,2340,2564.0,14.678071189509778
n1870,Holbaek  Denmark,55.7131004333,11.6652002335,Denmark,609,39.0,39.16446031096017
n1621,Offenbach HE Germany,50.1032981873,8.777469635,Germany,340,19405.0,11.671794970394528
n2370,Hendaye  France,43.3482017517,-1.7722599506,France,1276,120.0,89.60905636410081
n1173,Tegucigalpa Francisco Morazán Honduras,14.0818996429,-87.2053985596,Honduras,1776,64.0,1.6533654446840904
n909,Santa Rosa De Copan  Honduras,14.7796001434,-88.78099823,Honduras,1772,1.0,73.70905240486861
n1152,Odessa  Ukraine,46.4796981812,30.7154998779,Ukraine,2947,1159.0,4.101978074823114
n1813,Bengaluru  India,12.9669704437,77.5872802734,India,3131,17277.0,5.573693883468575
n2276,Bend OR United States,44.0573883057,-121.315811157,United States,4103,156.0,15.881676411536455
n2271,Zanzibar  Tanzania,-6.1838002205,39.2284011841,Tanzania,1186,46.0,2.65196367346263
n1977,Durango  Mexico,24.9231052399,-104.912391663,Mexico,1801,1.0,60.25297798492633
n2012,Meldola Em.Rom. Italy,44.129901886,12.0609998703,Italy,1546,780.0,28.36650006547725
n2341,Limoges Limousin France,45.8445014954,1.2485799789,France,1270,3125.0,3.5584499596925045
n1411,Jacksonville AL United States,33.8142204285,-85.761177063,United States,3811,167.0,59.63167676541539
n425,Zhenjiang Jiangsu Peoples R China,32.196082,119.431208,China,4109,1.0,24.05392783751236
n1577,Osijek Osijek-Baranja Croatia,45.5546989441,18.6870002747,Croatia,1202,1107.0,8.717089874078397
n2516,Kaposvár Somogy Hungary,46.3048706055,17.7828903198,Hungary,1202,243.0,76.33191160463214
n1905,Nankoku Kochi Japan,33.5787506104,133.647842407,Japan,2332,1058.0,2.575262918543551
n2476,Gwanju  South Korea,35.1529388428,126.905151367,South Korea,2361,10385.0,5.739680932898083
n1915,Chongwon Chungbuk South Korea,35.2544212341,128.626678467,South Korea,2372,164.0,18.330460408734208
n1889,Choongbuk  South Korea,35.7522735596,126.899902344,South Korea,6003,1.0,19.04247695721567
n1993,Seungnam Gyounggi South Korea,36.097240448,127.512702942,South Korea,6008,1.0,42.79821719504075
n342,Pietermaritzburg  South Africa,-29.6007499695,30.3781108856,South Africa,843,770.0,3.5532388170099365
n2253,Salina KS United States,38.8405418396,-97.609703064,United States,5771,60.0,4.1169801576032405
n1416,Byblos  Lebanon,34.1227,35.653259,Lebanon,2177,124.0,22.889463501283966
n1417,Tripoli  Libya,32.8722381592,13.1923704147,Libya,1157,239.0,14.548343648579802
n1442,Bad Homburg HE Germany,50.2215995789,8.6131801605,Germany,340,19124.0,13.837325522456787
n966,Yantai Shandong China,37.5280303955,121.382659912,China,3392,1056.0,8.75123506319745
n1138,Lugansk  Ukraine,48.5672416687,39.2908401489,Ukraine,2940,220.0,79.00065266804582
n1997,Großhansdorf SH Germany,53.6665000916,10.2791996002,Germany,342,264.0,12.174326573475582
n2297,Santarem Para Brazil,-2.4404499531,-54.698600769,Brazil,4092,1.0,6.6197229839103455
n1553,Samara Samara Russia,53.191619873,50.1904716492,Russia,4118,1180.0,21.371274106822156
n255, Western Cape South Africa,-33.0250473022,20.5976390839,South Africa,804,1.0,122.94767126999014
n649,Mekelle  Ethiopia,13.4941101074,39.4780082703,Ethiopia,1118,6.0,4.158853505190188
n2411,Corrientes Corrientes Argentina,-27.5062999725,-58.8224983215,Argentina,2469,419.0,14.839450912301606
n1332,Piura  Peru,-5.1921801567,-80.6283035278,Peru,2809,16.0,1.2429177362144643
n465,Monmouth IL United States,40.9120788574,-90.6501693726,United States,5726,51.0,26.389842568809343
n1321,Morogoro Morogoro Tanzania,-6.7860598564,37.6651000977,Tanzania,1177,266.0,105.66478939914661
n1536,Msambweni  Kenya,-4.4605398178,39.4779281616,Kenya,7976,1.0,13.008557126263867
n1235,Fort Portal  Uganda,0.5615699887,30.3086204529,Uganda,1033,12.0,69.64117850776466
n2062,Bismarck ND United States,46.8053588867,-100.779327393,United States,4083,187.0,2.2766716285212163
n1480,Dahlonega GA United States,34.5330505371,-83.9841766357,United States,5716,91.0,55.15752693383777
n2399,Dahlgren VA United States,38.327999115,-77.0457000732,United States,3714,85.0,48.00307665391353
n1987,Port Elizabeth  South Africa,-33.9624214172,25.6232395172,South Africa,838,778.0,1.591482595115846
n1584,Villingen Schwenningen  Germany,48.0621604919,8.538020134,Germany,1678,177.0,41.2802714192128
n2199,Las Vegas NM USA,35.5956802368,-105.216278076,United States,3784,131.0,49.068978295334816
n1394,Nigde  Turkey,37.9725990295,34.6962013245,Turkey,3987,445.0,55.91127076864682
n1755,Nnewi Anambra State Nigeria,6.0210199356,6.9145002365,Nigeria,6730,79.0,45.66905413348855
n1771,  Netherlands,52.3422584534,5.5281572342,Netherlands,580,77.0,32.35554932062426
n1740,Ft Simpson NT Canada,61.8586006165,-121.348999023,Canada,60,1.0,7.729157742175788
n1914, PD Poland,52.7163696289,23.8538722992,Poland,8832,100.0,112.98634524036552
n2223,Songkhla  Thailand,7.1924300194,100.594543457,Thailand,3181,379.0,22.62237019417668
n218,Rizhao Shandong Peoples R China,35.391091,119.519835,China,6383,39.0,60.08542074164153
n1003,Katsiveli Yalta Ukraine,44.3958892822,33.9734611511,Ukraine,7863,7.0,28.29513488328196
n1347,Patna Bihar India,25.606300354,85.1413726807,India,3061,305.0,3.4834301118315896
n530,Petropavlovsk Kamchatski  Russia,53.0616989136,158.582000732,Russia,2932,209.0,9.063543862677266
n2073,Troitsk Moscow Oblast Russia,55.2043190002,39.0158004761,Russia,4029,1.0,45.86390915402622
n2538,Ardmore OK United States,34.1726799011,-97.1287689209,United States,4256,348.0,78.35026298669513
n1363,Shahrekord  Iran,32.3311195374,50.8502082825,Iran,4150,254.0,65.63967679304473
n1494,Tielt  Belgium,50.9987983704,3.3311600685,Belgium,310,35.0,24.59796099642524
n1307,Klamath Falls OR USA,42.2238807678,-121.782058716,United States,5750,70.0,5.313851255934842
n772,Sligo  Ireland,54.2705993652,-8.4646501541,Ireland,600,41.0,28.7273036016401
n184,Trnava  Slovakia,48.3834991455,17.5986995697,Slovakia,1745,269.0,23.071974159116625
n1614,Caesarea  Israel,32.520515,34.905735,Israel,1596,337.0,21.50062845612601
n1046,St Bonaventure NY United States,42.081489563,-78.4805221558,United States,5722,218.0,20.909242539956168
n2006,Longview WA USA,46.1468086243,-122.950538635,United States,3720,61.0,42.13296879346254
n2437,Suwon Gyenggi South Korea,37.2585906982,127.015983582,South Korea,3930,12142.0,34.287801699288536
n1757,Nakhon Ratchasima Thailand,14.991399765,102.117416382,Thailand,4133,361.0,77.52605833757751
n2270,Shelbyville TN United States,35.4830207825,-86.4599914551,United States,3690,1.0,45.97348647857214
n1744, NL Mexico,25.5726089478,-99.9677734375,Mexico,1825,1.0,16.654003214294313
n1550,Mechelen Flemish Region Belgium,51.0275993347,4.4759497643,Belgium,302,2584.0,8.727701828118478
n2074,Chapingo Estado Mexico Mexico,20.4885997772,-100.953018189,Mexico,1821,120.0,44.37440346012041
n1174,Pointe-à-Pitre  French-Guadeloupe,16.2411003113,-61.5331001282,France,2881,514.0,1.674572487818121
n1933,Yuma AZ United States,32.6848487854,-114.624610901,United States,3596,89.0,2.2336504495142804
n1913,Panepistimiopolis Ilissia Greece,39.6843719482,21.8974094391,Greece,1463,1.0,41.68181640880539
n1225,Campeche CAM Mexico,19.844329834,-90.535697937,Mexico,1795,147.0,2.984622267992881
n2099,Balamaud  Lebanon,33.9254112244,35.8997268677,Lebanon,2177,22.0,24.675264859467514
n1718, Canterbury New Zealand,-43.5769081116,171.553970337,New Zealand,2009,1078.0,49.37105758184158
n619,San Pedro De Atacama  Chile,-22.9023990631,-68.2017974854,Chile,2645,18.0,52.73246503190842
n1862,  Nigeria,9.5595054626,8.0778808594,Nigeria,268,1.0,54.18137938339794
n2011,Longyearbyen  Norway,78.2200012207,15.6499996185,Norway,658,6.0,3.1634750615175866
n1144,Douala  Cameroon,4.0647702217,9.7012996674,Cameroon,897,185.0,4.244032017933373
n1922,  Brazil,-10.8104515076,-52.9731178284,Brazil,8243,1.0,164.85329206978238
n2027,Londrina Parana Brazil,-23.3066005707,-51.1526985168,Brazil,2581,1685.0,2.355198130067975
n2161,Evora  Portugal,38.5691986084,-7.9042901993,Portugal,1219,578.0,62.465016709965
n1434,Har Hakarmel  Israel,32.7317657471,35.0590820313,Israel,1596,19064.0,5.446946795740429
n1337,Ústí nad Labem Ústí nad Labem Czech Republic,50.6771011353,14.035900116,Czech Republic,338,195.0,33.5887096205257
n1372,Gómez Palacio DGO Mexico,25.5785598755,-103.487449646,Mexico,1845,109.0,4.842825259971578
n1795,Ragama  Sri Lanka,7.0303897858,79.921661377,Sri Lanka,3024,904.0,10.70293291558006
